,index,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,TITULARIDAD,AREA_TERRITORIAL,URL_CENTRO
3713,Madrid-Capital,28079679,CPR FPE,INNOVACION EN FORMACION PROFESIONAL II,"Calle De Alcalá, 472 ",Madrid,San Blas-Canillejas,28027,910490928,-,Privado,Madrid-Capital,Sin web
3714,Madrid-Capital,28076514,CPR FPE,INSTEDE FP,"Plaza De Fernández Ladreda, 2 ",Madrid,Usera,28026,-,-,Privado,Madrid-Capital,Sin web
3716,Madrid-Capital,28047356,CPR FPE,INSTITUTO DE FORMACION EMPRESARIAL DE LA CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID,"Calle De Pedro Salinas, 11 ",Madrid,Ciudad Lineal,28043,915383814,915383803,Privado,Madrid-Capital,http://www.camaramadrid.es
3717,Madrid-Capital,28075455,CPR FPE,INSTITUTO DE FORMACION PROFESIONAL CEAC,"Calle De Joaquín Costa, 41 ",Madrid,Chamartín,28002,914487575,-,Privado,Madrid-Capital,Sin web
3719,Madrid-Capital,28080426,CPR FPE,INSTITUTO NEBRIJA DE ENSEÑANZA PROFESIONAL,"Calle Joaquín María López, 60-62 ",Madrid,Chamberí,28015,-,-,Privado,Madrid-Capital,Sin web
3720,Madrid-Capital,28025919,CPR FPE,INSTITUTO RADIO TELEVISION ESPAÑOLA (INSTITUTO RTVE),"Carretera De La Dehesa De La Villa, S/n ",Madrid,Moncloa-Aravaca,28040,915817654,915817581,Privado,Madrid-Capital,http://www.rtve.es/instituto
3724,Madrid-Capital,28074323,CPR FPE,INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES,"Calle De Mendívil, 6 ",Madrid,Puente de Vallecas,28038,914732421,914746670,Privado,Madrid-Capital,http://www.itep.es
3726,Madrid-Capital,28075030,CPR FPE,INSTITUTO TECNICO DE ESTUDIOS PROFESIONALES II,"Calle De Francisco Iglesias, 17 ",Madrid,Puente de Vallecas,28038,914732421,-,Privado,Madrid-Capital,http://www.itep.es
3728,Madrid-Capital,28062084,CPR FPE,INSTITUTO VOX,"Calle De Guzmán El Bueno, 115b ",Madrid,Chamberí,-,-,-,Privado,Madrid-Capital,Sin web
3729,Madrid-Capital,28075911,CPR FPE,INTERNATIONAL SCHOOL OF EVENT MANAGEMENT Y COMMUNICATION ISEMCO,"Calle Del Moscatelar, 23 ",Madrid,Hortaleza,28043,915153314,-,Privado,Madrid-Capital,www.isemco.eu
3730,Madrid-Capital,28076186,CPR FPE,LA SALLE FORMACION PROFESIONAL ARAVACA,"Calle De La Salle, 8 ",Madrid,Moncloa-Aravaca,28023,917401980,913571730,Privado,Madrid-Capital,Sin web
3734,Madrid-Capital,28078948,CPR FPE,LIDER SYSTEM FP MADRID RIO,"Avenida De La Emperatriz Isabel, 5 ",Madrid,Carabanchel,28019,917655081,-,Privado,Madrid-Capital,www.fplidersystem.es
3736,Madrid-Capital,28080669,CPR FPE,LINKIA FP MADRID,"Calle De Albarracín (edificio A), 34 ",Madrid,San Blas-Canillejas,28037,-,-,Privado,Madrid-Capital,Sin web
3737,Madrid-Capital,28079761,CPR FPE,LYCEUM MADRID,"Calle De Salcedo, 10 ",Madrid,Fuencarral-El Pardo,28034,-,-,Privado,Madrid-Capital,Sin web
3738,Madrid-Capital,28077580,CPR FPE,MADRID EEP,"Calle De Torrelaguna, 123 ",Madrid,Ciudad Lineal,-,912919313,-,Privado,Madrid-Capital,www.eep-madrid.es
3739,Madrid-Capital,28077373,CPR FPE,MAGISTER,"Avenida Del Doctor Federico Rubio Y Galí, 1 ",Madrid,Tetuán,28039,-,-,Privado,Madrid-Capital,Sin web
3743,Madrid-Capital,28080529,CPR FPE,MOM CULINARY INSTITUTE BY PACO RONCERO & CHA,"Calle De Serrano, 95 ",Madrid,Chamartín,28006,-,-,Privado,Madrid-Capital,Sin web
3744,Madrid-Capital,28075200,CPR FPE,MOPE,"Paseo Del General Martínez Campos, 20 ",Madrid,Chamberí,28010,917527959,-,Privado,Madrid-Capital,http://www.mope.es
3745,Madrid-Capital,28032833,CPR FPE,"ORGANIZACION PROFESIONAL ESPAÑOLA, OPESA","Calle De Ayala, 111 ",Madrid,Salamanca,28009,914027062,913091342,Privado,Madrid-Capital,http://www.opesafp.com
3747,Madrid-Capital,28064767,CPR FPE,SAN ROMAN ESCUELA DE ESTUDIOS SUPERIORES,"Calle De Montesa, 39 ",Madrid,Salamanca,28006,913092409,-,Privado,Madrid-Capital,Sin web
3748,Madrid-Capital,28075121,CPR FPE,SANROMAN CENTRO INTERNACIONAL DE ESTUDIOS PROFESIONALES,"Calle De Ferrer Del Río, 10 ",Madrid,Salamanca,28028,914232323,-,Privado,Madrid-Capital,Sin web
3750,Madrid-Capital,28079047,CPR FPE,TRAINEK FORMACION PROFESIONAL,"Calle De Mario Roso De Luna, 29 ",Madrid,-,28022,-,-,Privado,Madrid-Capital,Sin web
3751,Madrid-Capital,28080566,CPR FPE,TRAZOS INFOGRAFIA,"Cuesta De San Vicente, 4 ",Madrid,Moncloa-Aravaca,28008,-,-,Privado,Madrid-Capital,Sin web
3752,Madrid-Capital,28080827,CPR FPE,TRAZOS INFOGRAFIA II,"Plaza De España, 11 ",Madrid,Moncloa-Aravaca,28008,-,-,Privado,Madrid-Capital,Sin web
3755,Madrid-Capital,28077117,CPR FPE,VICENTE MOYA PUEYO,"Avenida De La Moncloa, 18 ",Madrid,Moncloa-Aravaca,28003,912551678,-,Privado,Madrid-Capital,fpvicentemoya.es
3756,Madrid-Capital,28079072,CPR FPE,WORKSHOP EXPERIENCE GROUP,"Calle De Alcalá, 182 B ",Madrid,Salamanca,28028,917526765,-,Privado,Madrid-Capital,WWW.WORKSHOPEXPERIENCEGROUP.COM
3758,Madrid-Capital,28006561,CPR INF-PRI-SEC,ALAMEDA DE OSUNA,"Paseo De La Alameda De Osuna, 17 ",Madrid,Barajas,28042,917427011,917427196,Privado,Madrid-Capital,http://www.educa.madrid.org/cpr.alamedadeosuna.madrid
3761,Madrid-Capital,28019737,CPR INF-PRI-SEC,"ALTAIR, COLEGIO INTERNACIONAL","Calle De Joaquín Bau, 4 ",Madrid,Chamartín,28036,913596368,-,Privado,Madrid-Capital,http://www.colegioaltair.com
3763,Madrid-Capital,28029494,CPR INF-PRI-SEC,ARCANGEL RAFAEL,"Calle De Maqueda, 4 ",Madrid,Latina,28024,917119300,-,Privado,Madrid-Capital,http://www.educa.madrid.org/cpr.arcangelrafael.madrid
3765,Madrid-Capital,28009069,CPR INF-PRI-SEC,ARTURO SORIA,"Calle Del Duque De Tamámes, 9 ",Madrid,Ciudad Lineal,28043,914157295,915192532,Privado,Madrid-Capital,http://www.colegioarturosoria.org
3768,Madrid-Capital,28041858,CPR INF-PRI-SEC,BRA-INSTITUCION,"Calle De María Lombillo, 5 ",Madrid,San Blas-Canillejas,28027,917421060,-,Privado,Madrid-Capital,http://www.educa.madrid.org/cpr.brains-marialombillo.madrid
3769,Madrid-Capital,28020077,CPR INF-PRI-SEC,BRISTOL,"Calle De Enrique De Prada, 1 ",Madrid,Hortaleza,28042,917428687,917418207,Privado,Madrid-Capital,Sin web
3773,Madrid-Capital,28068128,CPR INF-PRI-SEC,COLEGIO HIGHLANDS EL ENCINAR,"Calle De San Enrique De Osso, 46 ",Madrid,Hortaleza,28050,916585497,916585241,Privado,Madrid-Capital,Sin web
3775,Madrid-Capital,28079527,CPR INF-PRI-SEC,COLEGIO INGENIO,"Calle De Zenit, 15 ",Madrid,Moncloa-Aravaca,28023,915277106,-,Privado,Madrid-Capital,colegioingenio.com
3780,Madrid-Capital,28021100,CPR INF-PRI-SEC,COLEGIO MADRID PINAR,"Calle De Mesena, 101 ",Madrid,Ciudad Lineal,28033,913020706,-,Privado,Madrid-Capital,wwwmadridcolegio.es
3782,Madrid-Capital,28079485,CPR INF-PRI-SEC,COLEGIO REGGIO,"Calle De San Enrique De Osso, 48 ",Madrid,Hortaleza,28055,-,-,Privado,Madrid-Capital,Sin web
3783,Madrid-Capital,28015124,CPR INF-PRI-SEC,COLEGIO SANTA MARIA DEL CAMINO,"Calle De Peguerinos, 13 ",Madrid,Moncloa-Aravaca,28035,913161347,913737986,Privado,Madrid-Capital,Sin web
3784,Madrid-Capital,28075583,CPR INF-PRI-SEC,ESCUELA IDEO,"Carretera Colmenar Viejo, K.16 ",Madrid,Fuencarral-El Pardo,28048,917523343,916354173,Privado,Madrid-Capital,http://www.escuelaideo.edu.es
3786,Madrid-Capital,28019038,CPR INF-PRI-SEC,ESTUDIO,"Calle De Jimena Menéndez Pidal, 11 ",Madrid,Moncloa-Aravaca,28023,913079432,913071429,Privado,Madrid-Capital,http://www.colegio-estudio.com
3789,Madrid-Capital,28013383,CPR INF-PRI-SEC,HUERFANOS DE LA ARMADA,"Calle De Arturo Soria, 285 ",Madrid,Ciudad Lineal,28033,913124929,913795592,Privado,Madrid-Capital,Sin web
3790,Madrid-Capital,28071656,CPR INF-PRI-SEC,INTERNACIONAL ARAVACA,"Calle De Santa Bernardita, 3 ",Madrid,Moncloa-Aravaca,28023,913571256,911212651,Privado,Madrid-Capital,Sin web
3791,Madrid-Capital,28041196,CPR INF-PRI-SEC,INTERNACIONAL NUEVO CENTRO,"Carretera Toledo A Villaverde, K0.5 ",Madrid,Villaverde,28041,917950161,917950247,Privado,Madrid-Capital,Sin web
3793,Madrid-Capital,28026183,CPR INF-PRI-SEC,JOYFE,"Calle De Vital Aza, 65 ",Madrid,Ciudad Lineal,28017,914082263,-,Privado,Madrid-Capital,http://www.joyfe.es
3795,Madrid-Capital,28022128,CPR INF-PRI-SEC,LAS NACIONES,"Calle De Chicuelo, 17 ",Madrid,Hortaleza,28043,914135276,-,Privado,Madrid-Capital,Sin web
3805,Madrid-Capital,28020272,CPR INF-PRI-SEC,MATER SALVATORIS,"Calle De Valdesquí, 4 ",Madrid,Moncloa-Aravaca,28023,913071243,913571595,Privado,Madrid-Capital,Sin web
3807,Madrid-Capital,28012871,CPR INF-PRI-SEC,MONTEALTO,"Calle De La Maso, 76 ",Madrid,Fuencarral-El Pardo,28034,917388100,917386067,Privado,Madrid-Capital,Sin web
3808,Madrid-Capital,28008351,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LAS MARAVILLAS,"Calle Del Guadalquivir, 9 ",Madrid,Chamartín,28002,917823500,915617261,Privado,Madrid-Capital,http://www.lasallemaravillas.com
3809,Madrid-Capital,28028659,CPR INF-PRI-SEC,NUESTRA SEÑORA DE LORETO,"Calle Del General Aranaz, 66 ",Madrid,San Blas-Canillejas,28027,917430100,917430101,Privado,Madrid-Capital,Sin web
3810,Madrid-Capital,28013413,CPR INF-PRI-SEC,NUESTRA SEÑORA SANTA MARIA,"Ronda De Sobradiel, 80 ",Madrid,Hortaleza,28043,913883202,913883240,Privado,Madrid-Capital,Sin web
3812,Madrid-Capital,28017996,CPR INF-PRI-SEC,PARQUE CONDE DE ORGAZ,"Calle De Gregorio Benítez, 25 ",Madrid,Hortaleza,28043,913001344,913884066,Privado,Madrid-Capital,http://www.montessori.es
3814,Madrid-Capital,28078501,CPR INF-PRI-SEC,REGGIO EXPLORA,"Calle De Quintanapalla, 10 ",Madrid,Fuencarral-El Pardo,28050,910429953,-,Privado,Madrid-Capital,www.reggio.es
3815,Madrid-Capital,28014119,CPR INF-PRI-SEC,SAN JOSE DEL PARQUE,"Avenida De Champagnat, 2 ",Madrid,Hortaleza,28043,913000058,913005918,Privado,Madrid-Capital,http://sanjosedelparque.net
3818,Madrid-Capital,28014511,CPR INF-PRI-SEC,SANTA MARIA DE LOS ROSALES,"Calle De La Virgen De Los Rosales, 1 ",Madrid,Moncloa-Aravaca,28023,913070440,-,Privado,Madrid-Capital,http://www.colegiorosales.es/
3819,Madrid-Capital,28014612,CPR INF-PRI-SEC,SANTO ANGEL,"Calle Del Arroyo Fontarrón, 209 ",Madrid,Moratalaz,28030,917721100,917732675,Privado,Madrid-Capital,http://www.santoangelbritishschool.es
3824,Madrid-Capital,28033035,CPR INF-PRI-SEC,WILLOUGHBY COLLEGE,"Calle De La Macarena, 37 ",Madrid,Chamartín,28016,913599218,913596854,Privado,Madrid-Capital,Sin web
3830,Madrid-Capital,28008715,CPR PRI-SEC,EL PRADO,"Calle De La Costa Brava, 4 ",Madrid,Fuencarral-El Pardo,28034,917355710,917341679,Privado,Madrid-Capital,Sin web
3831,Madrid-Capital,28011891,CPR PRI-SEC,FEM SCHOOL,"Calle De La Loma, 4 ",Madrid,Chamberí,28003,915345073,915541345,Privado,Madrid-Capital,Sin web
3834,Madrid-Capital,28007978,CPR PRI-SEC,MATER CLEMENTISSIMA,"Calle De Antonio Folgueras, 12-20 ",Madrid,Puente de Vallecas,28018,914775628,914771327,Privado,Madrid-Capital,www.materclem.es
3838,Madrid-Capital,28008806,CPR PRI-SEC,RAMON Y CAJAL,"Calle De Arturo Soria, 206 ",Madrid,Ciudad Lineal,28043,914135631,915191424,Privado,Madrid-Capital,Sin web
3840,Madrid-Capital,28009677,CPR PRI-SEC,SANTA MARIA DEL VALLE CEP,"Calle De Vitruvio, 14 ",Madrid,Chamartín,28006,915612093,-,Privado,Madrid-Capital,www.colegiosantamariadelvalle.es
3842,Madrid-Capital,28076927,CPR PRI-SEC,STELLA MARIS COLLEGE & PREP. SCHOOL,"Calle De Valdesquí, 16 ",Madrid,Moncloa-Aravaca,28023,910882353,-,Privado,Madrid-Capital,Sin web
